,POLARITY,TWEET_ID
788,NEUTRAL,1352293892008235008
789,NEGATIVE,1339396971635695617
790,NEUTRAL,1354499490615599121
791,NEUTRAL,1269844308955299841
792,NEUTRAL,1265005316011429900
793,NEGATIVE,1250801825495814146
794,POSITIVE,1276488734050000902
795,POSITIVE,1452765874943844355
796,NEUTRAL,1379851436285165579
797,NEUTRAL,1422331091755704320
798,NEUTRAL,1311497800190889984
799,NEGATIVE,1376367165146824707
800,POSITIVE,1300428316420304896
801,NEGATIVE,1251917841663700992
802,NEGATIVE,1245565336566587392
803,POSITIVE,1259189250517581826
804,NEUTRAL,1361534177712214018
805,POSITIVE,1251126590731411456
806,POSITIVE,1251613041730318336
807,NEGATIVE,1302615896570105859
808,NEGATIVE,1249963984729583616
809,POSITIVE,1347402092021915650
810,POSITIVE,1366986346536001537
811,POSITIVE,1261084114310004745
812,NEUTRAL,1381998788265529352
813,POSITIVE,1428720036714254346
814,POSITIVE,1255882946327777282
815,NEUTRAL,1292609396560637952
816,POSITIVE,1422777572639744004
817,NEUTRAL,1340700663869804546
818,NEGATIVE,1315824164100603904
819,NEUTRAL,1406065447288590336
820,POSITIVE,1426330389413613569
821,POSITIVE,1250283682952175620
822,POSITIVE,1448097163137925122
823,POSITIVE,1246272981451620353
824,NEGATIVE,1438601089050456069
825,POSITIVE,1252237712721096710
826,POSITIVE,1256634952097169408
827,NEGATIVE,1258929624580452352
828,POSITIVE,1292949680394047488
829,NEUTRAL,1337177115314200579
830,NEGATIVE,1457865314805370883
831,POSITIVE,1444218831707283458
832,NEUTRAL,1321911528929460224
833,POSITIVE,1248660659388190723
834,NEGATIVE,1422348580560412708
835,NEGATIVE,1428864338387890178
836,POSITIVE,1258733182075035650
837,NEGATIVE,1305271458034118656
838,POSITIVE,1336490631435177985
839,NEGATIVE,1263872315038797828
840,NEUTRAL,1260318148848283648
841,NEUTRAL,1274123648127942656
842,NEUTRAL,1253137177640386560
843,NEGATIVE,1252605387465019393
844,NEUTRAL,1256038296326733824
845,NEGATIVE,1259821057579511809
846,POSITIVE,1305563172498280451
847,NEGATIVE,1289372197073694721
848,POSITIVE,1245553816163848194
849,POSITIVE,1341847963505713157
850,NEUTRAL,1330949452547444736
851,NEGATIVE,1324877987666419717
852,NEUTRAL,1245384829048442888
853,NEUTRAL,1372999922778320906
854,NEUTRAL,1317225362720493569
855,POSITIVE,1337434785438982144
856,NEUTRAL,1254065749934649344
857,NEUTRAL,1347024762804064258
858,POSITIVE,1246219205252349954
859,NEUTRAL,1256297396985720832
860,NEGATIVE,1353726582360301574
861,NEGATIVE,1405311790649593860
862,NEUTRAL,1379281752024305667
863,NEUTRAL,1286024861085626368
864,POSITIVE,1281045485877223425
865,NEGATIVE,1292628278126288898
866,NEGATIVE,1264582493119959040
867,NEGATIVE,1346489363987890178
868,NEGATIVE,1284334514106327040
869,NEGATIVE,1279176874212515841
870,NEGATIVE,1295124019130372096
871,NEGATIVE,1453557401072898049
872,NEUTRAL,1285100428040929280
873,NEGATIVE,1355688162367074306
874,NEUTRAL,1310420395229614080
875,NEGATIVE,1386689153841172484
876,POSITIVE,1426201333896564742
877,NEUTRAL,1417909234587488256
878,NEGATIVE,1245060839503257600
879,POSITIVE,1336735608312492032
880,NEUTRAL,1311809133436440579
881,NEGATIVE,1307699492448280576
882,POSITIVE,1273458704126545920
883,NEUTRAL,1332772506588033026
884,POSITIVE,1269803345235058688
885,POSITIVE,1262358080383303680
886,POSITIVE,1253747337676992512
887,POSITIVE,1252259410992300038
888,POSITIVE,1387057578811838468
889,NEGATIVE,1247197934619250688
890,NEGATIVE,1378794687880949762
891,POSITIVE,1394710121511493633
892,NEUTRAL,1353552191836069889
893,NEGATIVE,1415310585466605575
894,NEGATIVE,1263516519272595456
895,NEGATIVE,1246571255299330049
896,NEUTRAL,1282302011015344131
897,NEGATIVE,1245549354078875648
898,NEUTRAL,1257300266354970624
899,NEUTRAL,1466831133094682629
900,NEUTRAL,1349707965029359616
901,POSITIVE,1338162380199452672
902,NEUTRAL,1260709246632710149
903,NEUTRAL,1263672349334921223
904,NEGATIVE,1417040717969457154
905,POSITIVE,1256427718297583616
906,POSITIVE,1409632905316356098
907,NEGATIVE,1289216114166075394
908,NEUTRAL,1359710193362288641
909,NEUTRAL,1292961168492036096
910,NEGATIVE,1245057076545622016
911,NEGATIVE,1301953808612954113
912,POSITIVE,1351192367563472897
913,POSITIVE,1281325951922683904
914,NEUTRAL,1287808104625778689
915,NEGATIVE,1397263298945593350
916,POSITIVE,1440861986565201920
917,NEGATIVE,1286776442752204800
918,NEUTRAL,1352435521369362433
919,NEUTRAL,1257132838941528067
920,NEUTRAL,1411497910018220033
921,NEUTRAL,1336375274326401024
922,POSITIVE,1251223103746654208
923,POSITIVE,1412567127207317504
924,POSITIVE,1246608634286608384
925,NEUTRAL,1255928069052743680
926,NEUTRAL,1389908237747687425
927,NEGATIVE,1273262046067462144
928,NEUTRAL,1428791916859215873
929,NEGATIVE,1279625256013983750
930,NEGATIVE,1256020255979081732
931,POSITIVE,1418298073445453824
932,POSITIVE,1390411068455915530
933,NEGATIVE,1267122901142188033
934,NEUTRAL,1320427262294986753
935,NEUTRAL,1273634278367256580
936,NEUTRAL,1342686385606713344
937,NEUTRAL,1333582480436150273
938,NEGATIVE,1297994574367993857
939,NEGATIVE,1354941406129881099
940,NEUTRAL,1373497146880651265
941,NEUTRAL,1266051765650231296
942,NEGATIVE,1367183406178717699
943,POSITIVE,1246592286613549058
944,NEUTRAL,1250099834066882560
945,NEGATIVE,1273367345130586116
946,NEUTRAL,1334532477826846720
947,POSITIVE,1296657778610708483
948,NEUTRAL,1352432368259362817
949,NEUTRAL,1252583419009216512
950,NEUTRAL,1419345955078475776
951,POSITIVE,1430957732887158785
952,NEUTRAL,1390734174340980746
953,NEUTRAL,1270142483947716608
954,NEGATIVE,1247269693628481537
955,NEUTRAL,1337945179601465344
956,NEGATIVE,1250723496893743105
957,NEUTRAL,1275513704088432640
958,POSITIVE,1266548246681399298
959,POSITIVE,1397310895563411457
960,NEGATIVE,1414661149954482192
961,NEUTRAL,1255311166097719297
962,POSITIVE,1250110459648167936
963,NEGATIVE,1373305407024807940
964,NEUTRAL,1252932371701063686
965,NEUTRAL,1352472979528060928
966,POSITIVE,1253790390726979585
967,NEGATIVE,1251889992177119232
968,NEUTRAL,1436074602015363072
969,NEUTRAL,1315139841265262592
970,NEUTRAL,1407396645898178567
971,POSITIVE,1452392437108785153
972,NEUTRAL,1251932107892539392
973,NEUTRAL,1251884316562522114
974,NEUTRAL,1420358635763474442
975,NEGATIVE,1293637918230282244
976,NEGATIVE,1403785475169603585
977,NEGATIVE,1349130314103349250
978,POSITIVE,1372596982682943488
979,NEUTRAL,1266893326114074624
980,POSITIVE,1412929458152091650
981,NEUTRAL,1342956647963111430
982,NEGATIVE,1350281965384167425
983,NEUTRAL,1271113074347393024
984,NEGATIVE,1405576212915712001
985,NEGATIVE,1254943009134858241
986,NEGATIVE,1273822039070126080
987,NEGATIVE,1399030627580760067
988,NEUTRAL,1287766361729466368
989,NEUTRAL,1393414619906117633
990,NEUTRAL,1252769610702585856
991,NEGATIVE,1308421702234316808
992,POSITIVE,1398279537788690436
993,NEUTRAL,1316282257619988481
994,NEGATIVE,1256626101734068224
995,NEUTRAL,1353902299651956736
996,NEUTRAL,1300838686230155264
997,NEUTRAL,1453721688554676248
998,NEGATIVE,1275935159909564419
999,NEGATIVE,1250727923142799360
1000,NEUTRAL,1355690623991500800
1001,NEGATIVE,1261667307857698816
1002,NEGATIVE,1265648530712080384
1003,NEGATIVE,1370121382361759749
1004,POSITIVE,1379447514257092610
1005,NEUTRAL,1427317253523996673
1006,NEUTRAL,1290716091220725763
1007,POSITIVE,1265714354780921857
1008,POSITIVE,1252730296987979776
1009,NEUTRAL,1311315165913153538
1010,NEUTRAL,1263980775218634752
1011,POSITIVE,1259967834953662464
1012,NEUTRAL,1248702778781859840
1013,POSITIVE,1255641936033124353
1014,NEGATIVE,1423711270214246400
1015,NEGATIVE,1333466233237364737
1016,NEGATIVE,1353525017569599488
1017,POSITIVE,1461118914868355074
1018,NEUTRAL,1349403809525755904
1019,NEUTRAL,1258212953331040257
1020,NEGATIVE,1374363769095163904
1021,NEUTRAL,1351891207526383616
1022,NEGATIVE,1245803719364612098
1023,NEUTRAL,1266115610133569543
1024,NEUTRAL,1271671424197914626
1025,POSITIVE,1342724553538093056
1026,NEUTRAL,1393761627531587585
1027,NEGATIVE,1387074726011494400
1028,POSITIVE,1253748042706149377
1029,POSITIVE,1255878254939877376
1030,NEGATIVE,1307734562261344256
1031,NEUTRAL,1276493926568951808
1032,POSITIVE,1268302931771527168
1033,POSITIVE,1250919221552283648
1034,POSITIVE,1271531143939178496
1035,NEGATIVE,1357444337039245312
1036,NEUTRAL,1260975450014265345
1037,NEUTRAL,1258253770712121345
1038,NEUTRAL,1266148575504973825
1039,NEUTRAL,1269722818997915649
1040,NEUTRAL,1376730618810236930
1041,NEGATIVE,1263165653202006016
1042,NEGATIVE,1250668850133250050
1043,NEUTRAL,1256546886799880194
1044,POSITIVE,1347218545512472578
1045,POSITIVE,1427305017095204866
1046,NEGATIVE,1259881310425804801
1047,NEUTRAL,1250114214796169217
1048,NEGATIVE,1384662158059864067
1049,NEUTRAL,1302402976770936833
1050,POSITIVE,1309522412183023616
1051,NEUTRAL,1443957077890658308
1052,NEUTRAL,1250030850319822857
1053,POSITIVE,1254863204364083200
1054,NEGATIVE,1266978353006940160
1055,NEGATIVE,1357158874671960070
1056,NEGATIVE,1365647689233358853
1057,NEUTRAL,1329644899168292865
1058,NEUTRAL,1399913564173914113
1059,NEUTRAL,1256500703008342016
1060,NEUTRAL,1403219809110794242
1061,POSITIVE,1419287965214420994
1062,NEUTRAL,1258438789883723777
1063,NEUTRAL,1423993408104714244
1064,NEGATIVE,1328156529850277889
1065,NEGATIVE,1438885780869558278
1066,NEGATIVE,1415404824095559682
1067,NEUTRAL,1294878685238046721
1068,POSITIVE,1265647267677188096
1069,NEUTRAL,1262115939052593152
1070,POSITIVE,1420141627042062336
1071,NEGATIVE,1276962363326042116
1072,NEUTRAL,1435306007014608899
1073,NEUTRAL,1286051181660262400
1074,POSITIVE,1257873876203290626
1075,NEGATIVE,1339552215661342720
1076,NEUTRAL,1419780405444681731
1077,NEGATIVE,1315980000902995968
1078,NEGATIVE,1392183706635354112
1079,NEUTRAL,1266069538170376194
1080,NEUTRAL,1340331802704015360
1081,NEUTRAL,1356032857550929923
1082,POSITIVE,1259143102524264448
1083,NEUTRAL,1257412785740414976
1084,NEGATIVE,1251273123783114752
1085,NEUTRAL,1262472004759949313
1086,NEUTRAL,1267526124525039616
1087,NEUTRAL,1425097707769765897
1088,POSITIVE,1281778831263760385
1089,NEGATIVE,1274427439943483393
1090,NEGATIVE,1322655582344523776
1091,NEUTRAL,1446243132639678468
1092,NEUTRAL,1270146480884428800
1093,POSITIVE,1366801223119237137
1094,NEUTRAL,1249975327478165505
1095,POSITIVE,1360348469861306368
1096,NEGATIVE,1254988767565426691
1097,NEGATIVE,1430787203739787266
1098,NEGATIVE,1361547966436298752
1099,NEUTRAL,1312469831585677312
1100,NEUTRAL,1433786958820659202
1101,NEGATIVE,1301129368530497536
1102,NEUTRAL,1282277105372286976
1103,POSITIVE,1382435066807164933
1104,NEGATIVE,1267616533477392384
1105,NEGATIVE,1329647711008792577
1106,NEUTRAL,1401965179684986883
1107,NEUTRAL,1255507458094759944
1108,NEUTRAL,1285654985850736642
1109,NEUTRAL,1247677047092084736
1110,NEGATIVE,1298612012491177984
1111,NEGATIVE,1335412779864436736
1112,POSITIVE,1266785434996051968
1113,NEUTRAL,1316164806303535104
1114,POSITIVE,1399794084991094786
1115,NEGATIVE,1284599660108066816
1116,NEUTRAL,1275886499691708416
1117,POSITIVE,1338663506627842049
1118,POSITIVE,1253000177809571840
1119,POSITIVE,1329121730082824193
1120,NEGATIVE,1345055596379303937
1121,POSITIVE,1436188278663704600
1122,NEUTRAL,1258269081930588161
1123,NEUTRAL,1271793355039682560
1124,NEUTRAL,1355181182854590465
1125,NEUTRAL,1341186596507414530
1126,NEUTRAL,1313911798962282498
1127,NEGATIVE,1257375632562040832
1128,NEGATIVE,1270510525042946048
1129,POSITIVE,1292844722331869188
1130,NEGATIVE,1256313507223670795
1131,NEGATIVE,1332456933874425857
1132,NEUTRAL,1296837446982864896
1133,POSITIVE,1295898798489833473
1134,NEUTRAL,1362042737516830720
1135,NEGATIVE,1346665203409113089
1136,NEGATIVE,1297547928970465280
1137,POSITIVE,1392582609591586818
1138,NEGATIVE,1273437722091368449
1139,NEGATIVE,1414054882726797315
1140,POSITIVE,1286453796101435394
1141,NEUTRAL,1260455263980716036
1142,POSITIVE,1276303110294683650
1143,POSITIVE,1258814230616084480
1144,NEGATIVE,1251349708762755074
1145,NEUTRAL,1306952952519696385
1146,NEUTRAL,1383046776249151494
1147,NEGATIVE,1246075137901854721
1148,NEGATIVE,1430952072057344003
1149,POSITIVE,1341763178028359681
1150,NEGATIVE,1317620495706062848
1151,NEGATIVE,1250662619641335810
1152,NEUTRAL,1278735810590838829
1153,NEUTRAL,1259243616846954499
1154,POSITIVE,1364792675405332481
1155,NEUTRAL,1435972805900734467
1156,NEUTRAL,1304703991570403328
1157,NEGATIVE,1255191373910880256
1158,NEUTRAL,1264624292702101506
1159,NEUTRAL,1262621618796404736
1160,NEGATIVE,1265453028355846150
1161,NEGATIVE,1288674600046538753
1162,NEUTRAL,1354281846008406016
1163,NEGATIVE,1402520078181179395
1164,NEUTRAL,1443048167558295555
1165,NEGATIVE,1354804746347900941
1166,POSITIVE,1245230346427301889
1167,POSITIVE,1298027572853379076
1168,NEUTRAL,1328918552091500545
1169,POSITIVE,1247133843456495616
1170,NEUTRAL,1258926707697946625
1171,POSITIVE,1275204010878865411
1172,NEUTRAL,1329294554940452865
1173,NEUTRAL,1305370459802869761
1174,NEUTRAL,1424514881915658242
1175,NEGATIVE,1289508132906045440
1176,POSITIVE,1263492700894085121
1177,NEUTRAL,1333655491969392641
1178,NEGATIVE,1348873527466856450
1179,NEUTRAL,1294675984655044608
1180,POSITIVE,1259499022777298944
1181,NEUTRAL,1333418933672697856
1182,POSITIVE,1249901728759250945
1183,NEGATIVE,1300126245435453440
1184,POSITIVE,1367937954342080513
1185,NEGATIVE,1302238737481576449
1186,NEUTRAL,1340037587084455944
1187,NEGATIVE,1299380832260382720
1188,NEGATIVE,1263480162714136576
1189,NEUTRAL,1344114431236710401
1190,NEUTRAL,1257825133688954881
1191,NEUTRAL,1392551959945678857
1192,NEUTRAL,1352952263116021760
1193,POSITIVE,1247591682872352770
1194,NEGATIVE,1315443974874828800
1195,NEUTRAL,1379840882854260738
1196,NEUTRAL,1255382531312148482
1197,POSITIVE,1282793743171629056
1198,NEUTRAL,1245905110716354560
1199,NEUTRAL,1274745949307514881
1200,NEGATIVE,1432547993404596236
1201,NEUTRAL,1435306200682270720
1202,NEUTRAL,1281698841192919040
1203,NEGATIVE,1330786082582130688
1204,NEUTRAL,1256361544683646976
1205,POSITIVE,1363221496940830720
1206,NEGATIVE,1246494179582078977
1207,NEUTRAL,1340283913084792832
1208,NEUTRAL,1259097382127575049
1209,NEUTRAL,1251379056953528325
1210,NEUTRAL,1276263178893234177
1211,NEUTRAL,1359508219857686528
1212,NEUTRAL,1252791398056820738
1213,POSITIVE,1343356614162538497
1214,NEGATIVE,1357013790206939137
1215,NEGATIVE,1336796261136142336
1216,NEGATIVE,1284572195033939973
1217,NEUTRAL,1252991480978911234
1218,NEGATIVE,1262545412491264002
1219,NEUTRAL,1311510481341833222
1220,POSITIVE,1279197017063874561
1221,POSITIVE,1263281454018166784
1222,NEGATIVE,1247589500156444673
1223,POSITIVE,1311331180973821953
1224,NEUTRAL,1248721584111652864
1225,POSITIVE,1381958907002810370
1226,NEUTRAL,1425061047115915285
1227,POSITIVE,1252144540435181568
1228,NEUTRAL,1247639821457092608
1229,NEUTRAL,1244954627927355392
1230,POSITIVE,1272949273013993480
1231,NEUTRAL,1273656098147299328
1232,NEGATIVE,1424104269872082944
1233,NEGATIVE,1270936490282024961
1234,POSITIVE,1364692938094243840
1235,NEUTRAL,1306598886098731009
1236,NEUTRAL,1407372288782061572
1237,NEUTRAL,1280934239979008000
1238,POSITIVE,1286137421629984774
1239,NEGATIVE,1424355269744680967
1240,POSITIVE,1260757592088944640
1241,NEGATIVE,1251440130256076801
1242,NEUTRAL,1270196211883085824
1243,NEUTRAL,1249191454876073986
1244,POSITIVE,1245430396310843393
1245,NEUTRAL,1397736403128262656
1246,NEGATIVE,1283249930400915457
1247,NEGATIVE,1375262540394065923
1248,NEGATIVE,1417631281156927489
1249,NEGATIVE,1304758171362304001
1250,NEUTRAL,1266570608063758343
1251,NEGATIVE,1412852689432625152
1252,NEUTRAL,1278094922785206272
1253,POSITIVE,1256250664277155847
1254,NEUTRAL,1249432499614363653
1255,NEGATIVE,1259139572950155264
1256,NEGATIVE,1378151205642330112
1257,POSITIVE,1383482043481280516
1258,NEGATIVE,1407170040852631557
1259,NEUTRAL,1248617183166337025
1260,POSITIVE,1268283563520282630
1261,POSITIVE,1266761582450802688
1262,POSITIVE,1276932068765818881
1263,POSITIVE,1456282504978178051
1264,NEUTRAL,1421108812182745088
1265,NEUTRAL,1355166546776252418
1266,NEUTRAL,1290128654677053440
1267,NEUTRAL,1286028174598582278
1268,NEGATIVE,1263515661264961538
1269,NEGATIVE,1290389512166793217
1270,NEUTRAL,1319798339966275584
1271,NEGATIVE,1251149235593949185
1272,NEUTRAL,1246483004777619457
1273,NEUTRAL,1451972051368034310
1274,NEUTRAL,1354205082120835072
1275,POSITIVE,1327608207418777602
1276,POSITIVE,1400886881609465856
1277,NEUTRAL,1284640522410307589
1278,POSITIVE,1367594916268892168
1279,NEUTRAL,1321680968533639168
1280,NEUTRAL,1460807626959298562
1281,POSITIVE,1257020858943619077
1282,NEUTRAL,1430594407837884416
1283,POSITIVE,1308268616790360065
1284,POSITIVE,1406050223890354177
1285,NEUTRAL,1347383588812156928
1286,POSITIVE,1255720895282380800
1287,NEUTRAL,1260760372052520960
1288,POSITIVE,1261868814678908932
1289,NEGATIVE,1250140422992580611
1290,NEGATIVE,1282351590465126400
1291,POSITIVE,1252644145224650755
1292,NEUTRAL,1351357842490613761
1293,NEUTRAL,1270087864844537857
1294,NEUTRAL,1327277824642850817
1295,NEUTRAL,1305309941218115584
1296,NEGATIVE,1396200668260708354
1297,NEUTRAL,1319671185190375427
1298,NEGATIVE,1290119094872576000
1299,POSITIVE,1253835663151112193
1300,NEGATIVE,1245134621475508225
1301,NEGATIVE,1256305771274555399
1302,NEGATIVE,1275652292893642754
1303,NEUTRAL,1427510408169107488
1304,NEUTRAL,1403576945057665031
1305,NEUTRAL,1261144441798234113
1306,NEUTRAL,1399779363344818178
1307,NEUTRAL,1270770649003417601
1308,POSITIVE,1357530522906460160
1309,NEUTRAL,1390409211348197382
1310,POSITIVE,1256008580421083138
1311,NEUTRAL,1280164999428575232
1312,POSITIVE,1253711428676190241
1313,NEUTRAL,1435774160479916033
1314,POSITIVE,1340148689893879809
1315,NEUTRAL,1387470550612824066
1316,NEUTRAL,1300697596705423363
1317,NEUTRAL,1378398582953365518
1318,NEGATIVE,1245470768189845510
1319,NEUTRAL,1466778810901307397
1320,POSITIVE,1250480457575043072
1321,NEGATIVE,1346535616230653952
1322,NEUTRAL,1276377373760524288
1323,NEUTRAL,1246157004227436545
1324,NEUTRAL,1255705042126061580
1325,NEGATIVE,1263964952634802177
1326,NEGATIVE,1271858045228900352
1327,POSITIVE,1390930912842551298
1328,POSITIVE,1401129131019059202
1329,NEGATIVE,1330646712025800715
1330,POSITIVE,1250609811475005445
1331,NEGATIVE,1323700766201257984
1332,NEGATIVE,1265718212085387266
1333,POSITIVE,1422786944501747713
1334,NEUTRAL,1398337973830131716
1335,NEUTRAL,1257127361155342337
1336,POSITIVE,1258052925169033218
1337,POSITIVE,1251001131943297040
1338,NEGATIVE,1257006041658806272
1339,POSITIVE,1316084725203628032
1340,NEUTRAL,1283982953534689280
1341,POSITIVE,1291693790709850112
1342,NEGATIVE,1287542968233136128
1343,NEGATIVE,1353531092733747201
1344,NEUTRAL,1403029364791463942
1345,NEGATIVE,1423354996712632323
1346,NEUTRAL,1248327180322516994
1347,POSITIVE,1392684676066643969
1348,POSITIVE,1448386363338919936
1349,NEGATIVE,1250922616417902593
1350,POSITIVE,1267574500515708928
1351,POSITIVE,1250148670827266052
1352,NEGATIVE,1415676487445876746
1353,NEGATIVE,1458867055751417859
1354,POSITIVE,1299099613706633217
1355,NEUTRAL,1248649388668456964
1356,NEUTRAL,1289370253953130496
1357,NEUTRAL,1266436547022381056
1358,NEGATIVE,1435236324139847691
1359,NEUTRAL,1246318465029304320
1360,NEUTRAL,1413911077839114241
1361,POSITIVE,1278476370889314304
1362,POSITIVE,1290778763526115328
1363,POSITIVE,1270025153586491392
1364,NEGATIVE,1380825175852249089
1365,NEUTRAL,1261256156594479106
1366,NEGATIVE,1274146939618111494
1367,POSITIVE,1246506127241564160
1368,NEUTRAL,1365067095600484352
1369,POSITIVE,1333890841128149000
1370,NEUTRAL,1279215573650624512
1371,NEGATIVE,1265809143589371906
1372,NEGATIVE,1282859366367080449
1373,POSITIVE,1245399972041744386
1374,POSITIVE,1435017599713173509
1375,NEUTRAL,1246348857576914944
1376,NEUTRAL,1448858727541395459
1377,POSITIVE,1278535884674138112
1378,POSITIVE,1247695922181689345
1379,POSITIVE,1372679662044860417
1380,NEGATIVE,1346703052359741441
1381,NEGATIVE,1376778647768608768
1382,NEGATIVE,1279903989652320256
1383,NEUTRAL,1342138007751696386
1384,NEUTRAL,1255501192349843458
1385,NEGATIVE,1294735287541800961
1386,POSITIVE,1253849304147484673
1387,NEGATIVE,1335357308172259328
1388,NEUTRAL,1362864130160431106
1389,NEGATIVE,1251657560245092358
1390,POSITIVE,1347607480965197824
1391,NEUTRAL,1250927321336479751
1392,NEGATIVE,1375918219320508420
1393,POSITIVE,1301679294876446720
1394,NEUTRAL,1246266516326113280
1395,NEGATIVE,1246295837258297345
1396,NEUTRAL,1249526634144772097
1397,NEUTRAL,1365431713032265728
1398,NEUTRAL,1314535574435442688
1399,NEGATIVE,1350279384209399812
1400,NEGATIVE,1250877577687904257
1401,POSITIVE,1281393492539985922
1402,NEUTRAL,1279257504036212736
1403,POSITIVE,1248501540307918848
1404,NEUTRAL,1300507157629108225
1405,POSITIVE,1249826581721362434
1406,NEUTRAL,1427704802704871431
1407,POSITIVE,1257385922473181184
1408,NEUTRAL,1247042815177056256
1409,NEUTRAL,1294057907525267457
1410,NEUTRAL,1375837970666766336
1411,POSITIVE,1311764974080004099
1412,POSITIVE,1354535200282324994
1413,NEGATIVE,1370032367407161348
1414,NEUTRAL,1247325181569306631
1415,POSITIVE,1261698432789512193
1416,NEUTRAL,1287380728259452929
1417,NEUTRAL,1247649309035843586
1418,NEUTRAL,1246139201265045510
1419,NEUTRAL,1279162575054417927
1420,NEGATIVE,1313638462017417228
1421,NEGATIVE,1294309155747115008
1422,NEGATIVE,1250056523964809216
1423,NEUTRAL,1324121607669977089
1424,NEGATIVE,1396469078068453380
1425,NEGATIVE,1425171305909862406
1426,POSITIVE,1356526565727891456
1427,POSITIVE,1255739410806702081
1428,POSITIVE,1248065027308912640
1429,NEUTRAL,1255642085404708864
1430,NEUTRAL,1349761378467401729
1431,NEUTRAL,1450333992331329539
1432,NEUTRAL,1252415654562418689
1433,NEUTRAL,1458080133466804245
1434,NEUTRAL,1416940953076654080
1435,NEUTRAL,1311547367313870848
1436,POSITIVE,1255926245847560192
1437,NEGATIVE,1286421167612530689
1438,NEGATIVE,1254266276626739200
1439,NEGATIVE,1306293868690845709
1440,POSITIVE,1260356253458460673
1441,NEGATIVE,1417322177158811648
1442,POSITIVE,1278023126069231617
1443,POSITIVE,1326688067705516033
1444,NEUTRAL,1265092147184795651
1445,NEGATIVE,1328344220990631936
1446,NEGATIVE,1358487948761550848
1447,NEUTRAL,1261157905836806146
1448,POSITIVE,1262568440159776768
1449,NEUTRAL,1326896756873781248
1450,NEGATIVE,1373700217778937862
1451,NEGATIVE,1431724053514047489
1452,NEUTRAL,1369784277261508608
1453,POSITIVE,1251008769175293953
1454,NEUTRAL,1245195457371860994
1455,NEUTRAL,1360462918567923714
1456,NEUTRAL,1350484344499040256
1457,NEUTRAL,1247028081438539776
1458,NEUTRAL,1246308703860666368
1459,POSITIVE,1252098651737866240
1460,POSITIVE,1377357431634755585
1461,NEGATIVE,1410723465875791874
1462,NEGATIVE,1370053641919373312
1463,POSITIVE,1351995258784145426
1464,NEUTRAL,1445406332119568389
1465,NEUTRAL,1426192185574137858
1466,NEUTRAL,1259084734862426113
1467,NEUTRAL,1413578093281910787
1468,NEUTRAL,1254074870092177409
1469,NEGATIVE,1253145772075384832
1470,POSITIVE,1260298181348384770
1471,NEGATIVE,1307744338055761920
1472,POSITIVE,1274550059057557504
1473,POSITIVE,1412369969300529157
1474,POSITIVE,1246571777217699842
1475,NEGATIVE,1346440553139818499
1476,NEGATIVE,1316039196012937216
1477,NEGATIVE,1250262238025351170
1478,POSITIVE,1378462120266842113
1479,NEUTRAL,1265788527352086528
1480,POSITIVE,1305134030795440128
1481,POSITIVE,1390877298941992961
1482,NEUTRAL,1409035373892751363
1483,NEGATIVE,1270220572723539968
1484,NEGATIVE,1245104310733680643
1485,NEUTRAL,1249725873168809984
1486,NEGATIVE,1271118104362270721
1487,NEUTRAL,1412937272266219522
1488,POSITIVE,1269696006016454657
1489,NEUTRAL,1250818913585119232
1490,NEUTRAL,1248671369459613697
1491,NEUTRAL,1353410108227792897
1492,POSITIVE,1404218235751436291
1493,POSITIVE,1267518985773481985
1494,POSITIVE,1292832659824156672
1495,NEUTRAL,1421221736767541259
1496,NEGATIVE,1333848362303451136
1497,NEGATIVE,1282031428792918017
1498,POSITIVE,1247627288755216384
1499,NEUTRAL,1247128542875451393
1500,NEUTRAL,1410645256023031811
1501,NEGATIVE,1266497314442612750
1502,NEGATIVE,1347223770919034882
1503,NEUTRAL,1277793793169747971
1504,POSITIVE,1275145182862868480
1505,POSITIVE,1294372911613202432
1506,NEUTRAL,1341778165778296839
1507,POSITIVE,1381679411003539457
1508,NEGATIVE,1352445242050555906
1509,NEUTRAL,1282545029865713665
1510,POSITIVE,1424897569428213768
1511,NEUTRAL,1389291897559060481
1512,NEGATIVE,1313116547867500546
1513,POSITIVE,1299724042488942595
1514,NEGATIVE,1263879373838520320
1515,NEUTRAL,1259977834426220544
1516,POSITIVE,1383557817462784003
1517,NEGATIVE,1264026826696986626
1518,NEUTRAL,1376211851478978561
1519,NEGATIVE,1280319448440700929
1520,NEGATIVE,1289810413517971461
1521,NEUTRAL,1282340978825650178
1522,NEGATIVE,1291759074598514688
1523,NEGATIVE,1247400400702959616
1524,NEUTRAL,1363308037881085953
1525,NEGATIVE,1275973927320326147
1526,NEUTRAL,1260646858290008064
1527,NEUTRAL,1279293387800264705
1528,NEGATIVE,1290073664302587904
1529,NEUTRAL,1412894859233566720
1530,NEUTRAL,1335230019489161219
1531,POSITIVE,1257488130455805952
1532,NEGATIVE,1360737292286058502
1533,NEUTRAL,1428225487436984329
1534,NEUTRAL,1460377479944622080
1535,NEUTRAL,1286402190337138688
1536,POSITIVE,1413628401781379074
1537,NEUTRAL,1359804621460557825
1538,NEUTRAL,1350533318513577984
1539,NEUTRAL,1245378446097711106
1540,POSITIVE,1301547662236418048
1541,NEGATIVE,1288905403250679808
1542,POSITIVE,1346006472031948801
1543,POSITIVE,1247638037808517121
1544,NEGATIVE,1380701511886454786
1545,NEUTRAL,1349947269198602240
